Timestamp,SliceType,Size_MBits
5.655490,eMBB,9.607
5.659301,mMTC,0.170
5.705649,uRLLC,1.699
5.717049,mMTC,0.219
5.836640,eMBB,10.857
5.838658,mMTC,0.112
5.851280,uRLLC,1.924
5.880187,eMBB,8.003
5.893290,mMTC,0.296
5.908246,uRLLC,1.146
5.930203,eMBB,9.945
5.940895,uRLLC,0.936
5.961536,eMBB,13.929
6.019335,eMBB,9.821
6.051639,uRLLC,1.570
6.092442,uRLLC,1.937
6.099942,mMTC,0.285
6.110689,mMTC,0.434
6.224644,mMTC,0.369
6.236896,uRLLC,0.529
6.301511,uRLLC,1.711
6.306482,mMTC,0.162
6.311621,eMBB,12.823
6.323956,uRLLC,1.367
6.341200,uRLLC,0.997
6.367059,eMBB,12.612
6.417054,mMTC,0.364
6.418552,uRLLC,0.784
6.497383,mMTC,0.492
6.503202,uRLLC,1.676
6.617106,mMTC,0.282
6.631696,eMBB,11.389
6.636222,mMTC,0.116
6.651951,mMTC,0.334
6.652197,uRLLC,0.594
6.655306,mMTC,0.148
6.682089,mMTC,0.370
6.683677,uRLLC,0.528
6.714045,mMTC,0.200
6.714415,mMTC,0.277
6.741777,eMBB,14.336
6.759644,eMBB,5.691
6.809473,mMTC,0.438
6.859561,uRLLC,1.686
6.932659,mMTC,0.427
6.934690,mMTC,0.170
6.936918,mMTC,0.100
6.980240,uRLLC,1.999
6.984645,eMBB,6.480
7.002943,eMBB,14.115
7.034298,uRLLC,1.377
7.119714,uRLLC,1.399
7.124663,mMTC,0.491
7.153192,mMTC,0.131
7.157248,mMTC,0.362
7.160283,mMTC,0.143
7.202920,uRLLC,1.907
7.210955,uRLLC,0.831
7.267588,mMTC,0.468
7.315179,eMBB,9.740
7.317057,mMTC,0.295
7.502858,mMTC,0.407
7.510172,eMBB,6.121
7.522574,uRLLC,0.676
7.533120,uRLLC,1.794
7.553533,mMTC,0.325
7.589909,uRLLC,1.768
7.613470,mMTC,0.126
7.615522,mMTC,0.131
7.669469,eMBB,10.341
7.728332,eMBB,11.093
7.744491,eMBB,8.888
7.785451,uRLLC,1.512
7.788375,eMBB,14.730
7.793628,eMBB,6.029
7.796803,uRLLC,1.985
7.806349,mMTC,0.375
7.816208,eMBB,8.785
7.816724,uRLLC,1.618
7.822429,uRLLC,0.533
7.857116,uRLLC,0.985
7.860438,eMBB,5.863
7.862007,uRLLC,1.933
7.863022,mMTC,0.172
7.885188,mMTC,0.372
7.889218,mMTC,0.179
7.892825,mMTC,0.288
7.932233,mMTC,0.445
7.933854,mMTC,0.155
7.942191,uRLLC,1.121
7.947261,eMBB,14.905
7.950091,mMTC,0.463
7.966377,uRLLC,0.938
7.977571,uRLLC,1.779
7.978551,uRLLC,0.688
7.993099,uRLLC,0.535
8.001888,eMBB,5.165
8.041816,eMBB,10.569
8.060393,uRLLC,0.683
8.112020,uRLLC,1.564
8.115169,uRLLC,1.195
8.145980,uRLLC,0.608
8.181102,eMBB,5.773
8.201803,mMTC,0.301
8.203999,uRLLC,1.217
8.301611,mMTC,0.243
8.325364,eMBB,11.021
8.331628,uRLLC,0.958
8.334088,mMTC,0.380
8.334970,uRLLC,1.818
8.397333,uRLLC,1.697
8.405260,mMTC,0.237
8.410737,uRLLC,1.004
8.430715,mMTC,0.357
8.437148,uRLLC,1.289
8.472245,eMBB,10.921
8.520680,mMTC,0.340
8.524306,uRLLC,1.791
8.528102,mMTC,0.210
8.536578,uRLLC,1.517
8.566335,mMTC,0.159
8.568832,mMTC,0.345
8.611443,mMTC,0.392
8.621529,mMTC,0.413
8.624845,mMTC,0.152
8.625017,eMBB,5.879
8.630538,eMBB,11.478
8.634637,mMTC,0.268
8.642857,mMTC,0.218
8.656869,mMTC,0.386
8.705496,mMTC,0.345
8.712445,uRLLC,0.914
8.778038,uRLLC,1.094
8.867142,uRLLC,1.042
8.914335,mMTC,0.211
8.973263,mMTC,0.184
8.984793,uRLLC,1.278
9.002813,uRLLC,1.614
9.011074,uRLLC,1.570
9.044805,mMTC,0.315
9.082899,mMTC,0.404
9.102932,eMBB,5.746
9.107690,uRLLC,1.934
9.112517,eMBB,11.643
9.124657,mMTC,0.243
9.153009,uRLLC,0.966
9.160130,uRLLC,0.996
9.168537,uRLLC,1.964
9.169210,eMBB,11.366
9.178600,eMBB,9.382
9.182415,mMTC,0.346
9.207353,mMTC,0.249
9.217036,mMTC,0.101
9.255711,mMTC,0.367
9.267302,mMTC,0.334
9.293520,mMTC,0.146
9.294623,uRLLC,1.744
9.331529,mMTC,0.258
9.332715,mMTC,0.202
9.356184,uRLLC,1.530
9.379109,mMTC,0.181
9.382721,uRLLC,0.636
9.418592,uRLLC,1.424
9.452568,mMTC,0.122
9.459483,eMBB,6.735
9.464222,mMTC,0.182
9.465754,uRLLC,0.628
9.499240,uRLLC,1.824
9.533440,mMTC,0.225
9.544931,mMTC,0.108
9.549064,eMBB,5.726
9.604996,mMTC,0.220
9.700969,uRLLC,1.586
9.736420,uRLLC,0.982
9.769400,mMTC,0.472
9.784934,mMTC,0.358
9.810532,uRLLC,0.558
9.813383,mMTC,0.118
9.814030,uRLLC,0.961
9.815750,mMTC,0.478
9.842212,mMTC,0.410
9.920508,uRLLC,0.885
9.951380,mMTC,0.482
9.986341,uRLLC,1.584
9.994255,mMTC,0.263
9.994733,uRLLC,1.671
10.004581,uRLLC,1.650
10.016335,mMTC,0.356
10.029768,mMTC,0.407
10.033615,mMTC,0.209
10.036089,mMTC,0.193
10.037590,mMTC,0.359
10.039982,mMTC,0.489
10.041257,mMTC,0.383
10.042833,mMTC,0.451
10.046417,mMTC,0.455
10.057399,mMTC,0.498
10.057573,uRLLC,1.442
10.064623,mMTC,0.450
10.067971,mMTC,0.478
10.074866,mMTC,0.325
10.076411,mMTC,0.232
10.077255,mMTC,0.407
10.082763,mMTC,0.397
10.085912,mMTC,0.482
10.086787,mMTC,0.227
10.089822,mMTC,0.117
10.096197,mMTC,0.213
10.097514,mMTC,0.349
10.101662,uRLLC,0.546
10.107124,mMTC,0.277
10.150941,uRLLC,1.039
10.157989,uRLLC,1.962
10.199130,uRLLC,1.225
10.249041,uRLLC,0.881
10.286770,eMBB,12.184
10.313311,mMTC,0.335
10.318815,uRLLC,1.478
10.323727,uRLLC,1.048
10.325140,uRLLC,1.361
10.340658,mMTC,0.473
10.403150,mMTC,0.312
10.403458,eMBB,7.335
10.446208,eMBB,8.420
10.478708,mMTC,0.453
10.515637,uRLLC,1.272
10.520550,eMBB,6.773
10.558578,mMTC,0.374
10.564386,uRLLC,1.411
10.578253,eMBB,12.917
10.647374,uRLLC,1.750
10.665655,mMTC,0.448
10.715331,eMBB,14.180
10.723843,uRLLC,0.516
10.769837,mMTC,0.138
10.777618,uRLLC,1.200
10.778518,uRLLC,1.031
10.868238,mMTC,0.423
10.889071,eMBB,11.256
10.889973,uRLLC,0.648
10.914200,uRLLC,0.666
10.974891,uRLLC,1.178
10.989282,uRLLC,1.553
10.997984,mMTC,0.167
11.047394,eMBB,7.943
11.096601,mMTC,0.350
11.107882,uRLLC,1.160
11.132918,mMTC,0.336
11.212019,mMTC,0.485
11.221630,mMTC,0.201
11.244556,uRLLC,0.772
11.255268,uRLLC,1.918
11.260419,eMBB,13.808
11.272342,mMTC,0.310
11.297154,eMBB,5.363
11.301485,eMBB,6.567
11.305776,mMTC,0.168
11.308064,mMTC,0.269
11.365389,eMBB,5.322
11.381538,mMTC,0.238
11.402742,uRLLC,1.610
11.483195,eMBB,12.799
11.547814,uRLLC,0.596
11.560460,mMTC,0.124
11.584745,uRLLC,1.413
11.598091,uRLLC,0.888
11.611087,eMBB,11.439
11.626036,uRLLC,1.916
11.647798,uRLLC,1.795
11.652815,eMBB,6.173
11.700561,uRLLC,0.960
11.704004,mMTC,0.268
11.706513,eMBB,8.483
11.754004,mMTC,0.296
11.790702,mMTC,0.448
11.802815,mMTC,0.268
11.860188,mMTC,0.347
11.916527,mMTC,0.485
11.931585,mMTC,0.215
11.937888,eMBB,9.717
11.938660,eMBB,13.959
12.018331,uRLLC,1.076
12.024742,mMTC,0.486
12.045175,mMTC,0.149
12.051002,uRLLC,0.892
12.063461,uRLLC,1.518
12.068692,uRLLC,1.988
12.086429,uRLLC,1.047
12.101299,mMTC,0.348
12.101781,mMTC,0.470
12.121694,mMTC,0.156
12.136438,mMTC,0.324
12.208096,mMTC,0.317
12.213153,eMBB,12.558
12.241175,mMTC,0.296
12.246229,mMTC,0.156
12.269139,uRLLC,1.907
12.356731,uRLLC,1.412
12.381436,mMTC,0.414
12.445923,mMTC,0.320
12.495599,uRLLC,1.034
12.510234,mMTC,0.421
12.547419,eMBB,5.615
12.549828,mMTC,0.288
12.559455,mMTC,0.338
12.561188,mMTC,0.215
12.569283,mMTC,0.321
12.576575,mMTC,0.173
12.612336,eMBB,7.595
12.625004,uRLLC,0.850
12.626657,uRLLC,1.574
12.656979,uRLLC,1.207
12.657962,uRLLC,0.778
12.704562,eMBB,11.771
12.712060,uRLLC,1.921
12.731742,mMTC,0.445
12.742053,uRLLC,1.547
12.801233,mMTC,0.456
12.833851,eMBB,5.624
12.860162,eMBB,10.634
12.860946,mMTC,0.488
12.865817,uRLLC,1.716
12.902649,mMTC,0.136
12.924882,mMTC,0.290
12.932306,uRLLC,1.199
12.932852,mMTC,0.419
12.961377,eMBB,13.506
12.986556,mMTC,0.126
12.991364,uRLLC,1.142
13.057132,uRLLC,0.926
13.080211,uRLLC,1.239
13.117556,mMTC,0.273
13.207056,eMBB,14.389
13.272570,uRLLC,1.129
13.281130,mMTC,0.412
13.305322,uRLLC,0.603
13.306909,mMTC,0.224
13.362235,mMTC,0.408
13.396849,eMBB,14.703
13.421424,mMTC,0.474
13.423786,mMTC,0.283
13.440239,uRLLC,1.386
13.457352,uRLLC,1.715
13.462321,mMTC,0.479
13.485231,mMTC,0.497
13.485839,eMBB,7.560
13.509471,mMTC,0.112
13.520695,mMTC,0.153
13.540095,mMTC,0.458
13.547230,mMTC,0.490
13.607946,uRLLC,1.733
13.617757,mMTC,0.474
13.640917,eMBB,14.029
13.650784,uRLLC,1.940
13.664076,mMTC,0.262
13.672973,mMTC,0.490
13.686765,mMTC,0.420
13.690862,eMBB,5.238
13.829089,mMTC,0.125
13.852840,eMBB,13.557
13.863366,eMBB,7.120
13.866184,mMTC,0.381
13.911246,uRLLC,1.274
13.932562,uRLLC,1.013
13.937770,mMTC,0.495
13.956262,mMTC,0.193
13.975690,mMTC,0.129
13.985340,mMTC,0.430
13.991296,mMTC,0.163
14.016920,uRLLC,0.859
14.055200,eMBB,7.964
14.080280,eMBB,9.041
14.081126,eMBB,9.230
14.082877,mMTC,0.491
14.146441,mMTC,0.254
14.169627,mMTC,0.267
14.179923,eMBB,6.714
14.182758,mMTC,0.416
14.204275,eMBB,10.117
14.210120,uRLLC,1.388
14.222164,uRLLC,1.347
14.246071,eMBB,12.641
14.247541,uRLLC,1.976
14.251922,uRLLC,0.801
14.270581,uRLLC,1.943
14.362272,uRLLC,0.746
14.364072,uRLLC,1.015
14.383752,uRLLC,1.759
14.429629,mMTC,0.205
14.510914,mMTC,0.226
14.538620,mMTC,0.100
14.578802,uRLLC,0.593
14.589978,mMTC,0.162
14.623991,uRLLC,0.793
14.665089,uRLLC,1.319
14.687928,mMTC,0.154
14.691606,eMBB,10.275
14.696534,uRLLC,1.815
14.699427,mMTC,0.138
14.702740,eMBB,9.747
14.703544,mMTC,0.497
14.707246,eMBB,10.279
14.708762,mMTC,0.330
14.733293,mMTC,0.314
14.760009,mMTC,0.135
14.766225,mMTC,0.471
14.792449,mMTC,0.375
14.795289,eMBB,6.164
14.811134,uRLLC,1.477
14.813314,eMBB,9.860
14.834573,uRLLC,1.005
14.884479,eMBB,12.491
14.886560,mMTC,0.280
14.908230,eMBB,14.452
14.927545,uRLLC,1.759
14.955816,uRLLC,0.711
14.970379,eMBB,9.638
14.974754,eMBB,9.782
14.996450,mMTC,0.271
15.010750,eMBB,12.145
15.016665,mMTC,0.318
15.025470,eMBB,9.548
15.040234,mMTC,0.302
15.044819,uRLLC,1.565
15.076001,uRLLC,1.595
15.079952,mMTC,0.227
15.130864,mMTC,0.283
15.153073,uRLLC,1.510
15.153113,mMTC,0.166
15.156554,eMBB,13.733
15.165568,uRLLC,1.241
15.171981,mMTC,0.116
15.187145,eMBB,11.887
15.217185,eMBB,14.716
15.218189,mMTC,0.305
15.250773,eMBB,10.029
15.258516,mMTC,0.341
15.291061,mMTC,0.239
15.352060,uRLLC,1.134
15.356778,uRLLC,0.745
15.389343,mMTC,0.200
15.427187,mMTC,0.448
15.431448,mMTC,0.164
15.440308,uRLLC,1.884
15.458561,eMBB,8.273
15.509011,eMBB,8.926
15.596766,mMTC,0.157
15.627019,uRLLC,0.895
15.633370,mMTC,0.129
15.648102,uRLLC,0.586
15.658427,mMTC,0.383
15.675460,mMTC,0.236
15.679551,mMTC,0.480
15.683372,mMTC,0.408
15.689105,uRLLC,0.761
15.696451,uRLLC,0.882
15.713528,uRLLC,1.175
15.737425,mMTC,0.166
15.740740,uRLLC,0.589
15.759848,uRLLC,1.656
15.790856,mMTC,0.418
15.799720,eMBB,6.496
15.857190,mMTC,0.123
15.876739,mMTC,0.337
15.902483,uRLLC,1.758
15.918372,uRLLC,0.567
15.936975,uRLLC,1.306
15.965579,mMTC,0.412
15.991869,mMTC,0.456
16.010889,mMTC,0.260
16.027893,eMBB,5.511
16.058064,eMBB,13.834
16.112792,uRLLC,1.085
16.145374,mMTC,0.191
16.171503,mMTC,0.154
16.177886,uRLLC,1.841
16.178506,eMBB,14.706
16.188765,mMTC,0.393
16.200401,mMTC,0.468
16.208678,mMTC,0.390
16.221004,uRLLC,0.611
16.270002,mMTC,0.341
16.280624,uRLLC,1.335
16.296630,eMBB,12.800
16.301962,eMBB,11.737
16.363124,mMTC,0.303
16.398814,eMBB,9.335
16.433849,uRLLC,1.846
16.454102,mMTC,0.448
16.454152,mMTC,0.184
16.460467,uRLLC,1.305
16.496545,eMBB,12.556
16.507580,uRLLC,1.206
16.519534,eMBB,13.404
16.529338,mMTC,0.101
16.530442,uRLLC,0.655
16.544789,uRLLC,1.252
16.547532,eMBB,11.032
16.574450,uRLLC,1.963
16.579186,mMTC,0.229
16.595011,mMTC,0.284
16.636194,uRLLC,1.614
16.656478,mMTC,0.124
16.658024,uRLLC,1.376
16.668470,uRLLC,1.175
16.671923,uRLLC,1.089
16.709228,uRLLC,0.918
16.734642,eMBB,6.303
16.736990,eMBB,14.585
16.758440,uRLLC,1.725
16.780468,mMTC,0.327
16.785927,mMTC,0.320
16.806003,uRLLC,1.820
16.838667,mMTC,0.218
16.841930,uRLLC,1.756
16.852150,mMTC,0.470
16.859314,eMBB,10.800
16.881224,mMTC,0.283
16.885748,eMBB,9.330
16.925229,uRLLC,1.717
16.932696,mMTC,0.483
16.934695,mMTC,0.183
16.997600,mMTC,0.120
17.024951,uRLLC,1.429
17.026493,mMTC,0.450
17.036545,eMBB,11.822
17.079994,mMTC,0.154
17.126101,mMTC,0.145
17.164754,mMTC,0.124
17.214804,mMTC,0.450
17.251554,uRLLC,1.619
17.267682,mMTC,0.255
17.298872,mMTC,0.294
17.301312,eMBB,7.578
17.303694,uRLLC,1.417
17.304934,mMTC,0.463
17.322586,mMTC,0.420
17.346504,mMTC,0.428
17.355383,uRLLC,0.976
17.402838,eMBB,9.900
17.407773,uRLLC,0.501
17.414831,uRLLC,1.635
17.418314,uRLLC,0.776
17.419895,eMBB,6.960
17.441285,uRLLC,1.231
17.477621,uRLLC,0.850
17.496068,mMTC,0.380
17.497098,mMTC,0.327
17.528989,uRLLC,0.700
17.584879,mMTC,0.353
17.593904,mMTC,0.219
17.594864,uRLLC,1.706
17.604464,mMTC,0.373
17.626884,mMTC,0.281
17.659445,mMTC,0.175
17.676991,uRLLC,0.753
17.703805,mMTC,0.494
17.707501,mMTC,0.263
17.727420,mMTC,0.321
17.736929,uRLLC,1.285
17.776369,mMTC,0.431
17.783484,uRLLC,0.831
17.819206,eMBB,9.792
17.845691,eMBB,6.005
17.875634,uRLLC,0.599
17.882489,mMTC,0.184
17.900805,eMBB,8.005
17.928661,mMTC,0.348
17.931343,eMBB,13.950
17.942536,mMTC,0.122
17.943991,uRLLC,1.082
17.955424,mMTC,0.255
17.965855,eMBB,7.559
17.978046,uRLLC,1.167
17.990485,mMTC,0.342
18.054252,mMTC,0.260
18.084625,eMBB,13.873
18.097673,uRLLC,1.017
18.242487,uRLLC,1.532
18.267405,mMTC,0.212
18.268315,uRLLC,1.657
18.271030,mMTC,0.438
18.272500,mMTC,0.171
18.313026,eMBB,7.015
18.319145,eMBB,12.749
18.325288,eMBB,10.718
18.341304,uRLLC,0.781
18.351761,mMTC,0.312
18.354829,mMTC,0.202
18.383003,uRLLC,1.893
18.385140,uRLLC,1.560
18.458043,mMTC,0.248
18.514668,mMTC,0.315
18.529254,uRLLC,1.736
18.590872,mMTC,0.266
18.607166,mMTC,0.147
18.608554,mMTC,0.461
18.613419,uRLLC,0.937
18.653273,uRLLC,0.567
18.676244,uRLLC,1.158
18.716458,mMTC,0.281
18.745667,uRLLC,0.591
18.774601,mMTC,0.483
18.803434,eMBB,10.770
18.806990,mMTC,0.361
18.864799,mMTC,0.255
18.880695,mMTC,0.369
18.920089,uRLLC,0.672
18.931428,uRLLC,1.282
18.979455,uRLLC,1.277
18.983191,uRLLC,1.271
18.983268,eMBB,11.262
18.996529,uRLLC,1.136
19.003123,eMBB,7.534
19.110327,mMTC,0.370
19.150681,uRLLC,0.961
19.200270,mMTC,0.349
19.235783,mMTC,0.414
19.277368,eMBB,7.136
19.296782,mMTC,0.148
19.317141,mMTC,0.298
19.340168,mMTC,0.219
19.372318,eMBB,5.100
19.378588,uRLLC,1.459
19.390970,mMTC,0.302
19.408388,mMTC,0.344
19.419745,mMTC,0.376
19.441789,mMTC,0.142
19.444661,uRLLC,1.969
19.536640,mMTC,0.189
19.592224,uRLLC,1.520
19.608335,mMTC,0.125
19.627154,eMBB,5.452
19.651346,mMTC,0.376
19.675740,eMBB,12.734
19.705158,uRLLC,1.111
19.711476,mMTC,0.385
19.744786,mMTC,0.405
19.768025,mMTC,0.171
19.827679,mMTC,0.216
19.835642,mMTC,0.182
19.837841,uRLLC,1.002
19.840350,uRLLC,0.912
19.890563,eMBB,11.535
19.890835,eMBB,13.425
19.902491,eMBB,11.272
19.913310,mMTC,0.159
19.914448,mMTC,0.497
19.978848,mMTC,0.231
19.989162,uRLLC,0.989
20.024198,uRLLC,0.741
20.037517,uRLLC,0.936
20.094842,mMTC,0.384
20.100307,mMTC,0.291
20.153296,uRLLC,1.686
20.171755,uRLLC,1.240
20.184139,eMBB,11.105
20.187820,uRLLC,0.653
20.248182,mMTC,0.421
20.256880,uRLLC,1.030
20.318124,mMTC,0.325
20.352963,mMTC,0.431
20.353118,mMTC,0.445
20.359994,eMBB,7.173
20.372657,uRLLC,1.907
20.376584,eMBB,12.977
20.379676,uRLLC,1.344
20.388486,eMBB,6.841
20.395694,eMBB,11.940
20.406763,uRLLC,1.636
20.418214,uRLLC,1.458
20.425840,mMTC,0.225
20.449392,uRLLC,0.877
20.473551,uRLLC,1.386
20.480622,mMTC,0.124
20.499821,uRLLC,0.692
20.503119,mMTC,0.162
20.525477,uRLLC,1.158
20.599814,eMBB,7.102
20.614280,uRLLC,0.708
20.651473,eMBB,5.592
20.667551,eMBB,9.043
20.685947,eMBB,12.191
20.709931,mMTC,0.258
20.767415,mMTC,0.495
20.775857,uRLLC,0.660
20.777135,mMTC,0.196
20.784034,uRLLC,1.060
20.810702,mMTC,0.407
20.821244,uRLLC,0.974
20.826590,eMBB,11.798
20.876481,eMBB,14.067
20.913498,uRLLC,0.761
20.917748,mMTC,0.428
20.932337,mMTC,0.165
20.960530,mMTC,0.405
20.994882,mMTC,0.483
21.023187,uRLLC,0.926
21.036959,mMTC,0.102
21.045900,eMBB,8.887
21.063622,eMBB,7.766
21.092005,mMTC,0.109
21.156786,mMTC,0.500
21.177031,mMTC,0.114
21.188250,mMTC,0.160
21.207491,uRLLC,0.638
21.259928,uRLLC,1.820
21.294587,mMTC,0.475
21.305116,mMTC,0.408
21.311317,uRLLC,1.543
21.329059,mMTC,0.254
21.346521,uRLLC,0.712
21.353648,mMTC,0.354
21.365336,mMTC,0.380
21.380237,uRLLC,1.675
21.413008,mMTC,0.484
21.444194,mMTC,0.386
21.517931,mMTC,0.399
21.541625,mMTC,0.117
21.546751,mMTC,0.156
21.561821,uRLLC,0.622
21.577159,uRLLC,0.891
21.594089,uRLLC,1.029
21.596123,uRLLC,1.770
21.624845,mMTC,0.468
21.632510,uRLLC,0.649
21.639538,uRLLC,1.631
21.642973,uRLLC,0.504
21.648556,uRLLC,0.749
21.658592,mMTC,0.398
21.683280,mMTC,0.447
21.700448,eMBB,10.066
21.737426,mMTC,0.117
21.747353,mMTC,0.323
21.783952,eMBB,7.759
21.841537,mMTC,0.171
21.866968,mMTC,0.386
21.878966,mMTC,0.447
21.890316,mMTC,0.254
21.911527,mMTC,0.310
21.916976,uRLLC,1.900
21.928353,uRLLC,1.762
21.959153,uRLLC,1.087
21.962114,mMTC,0.328
21.967818,mMTC,0.320
21.970325,mMTC,0.478
21.981809,mMTC,0.483
22.028762,mMTC,0.316
22.037754,mMTC,0.238
22.079565,eMBB,6.661
